Epoch_ID,Time,Satellite,C1C_m
846,2024-11-14 09:11:23,G30,22275983.023
847,2024-11-14 09:11:24,G04,21561596.109
847,2024-11-14 09:11:24,G07,21094622.062
847,2024-11-14 09:11:24,G08,23233835.133
847,2024-11-14 09:11:24,G09,20181466.797
847,2024-11-14 09:11:24,G16,23907589.602
847,2024-11-14 09:11:24,G20,23363481.281
847,2024-11-14 09:11:24,G30,22275641.113
848,2024-11-14 09:11:25,G04,21561964.203
848,2024-11-14 09:11:25,G07,21094576.902
848,2024-11-14 09:11:25,G08,23233438.684
848,2024-11-14 09:11:25,G09,20181541.977
848,2024-11-14 09:11:25,G16,23908256.754
848,2024-11-14 09:11:25,G20,23363121.461
848,2024-11-14 09:11:25,G30,22275299.184
849,2024-11-14 09:11:26,G04,21562332.734
849,2024-11-14 09:11:26,G07,21094531.617
849,2024-11-14 09:11:26,G08,23233042.25
849,2024-11-14 09:11:26,G09,20181617.172
849,2024-11-14 09:11:26,G16,23908924.352
849,2024-11-14 09:11:26,G20,23362762.23
849,2024-11-14 09:11:26,G30,22274957.406
850,2024-11-14 09:11:27,G04,21562700.871
850,2024-11-14 09:11:27,G07,21094486.648
850,2024-11-14 09:11:27,G08,23232645.848
850,2024-11-14 09:11:27,G09,20181692.547
850,2024-11-14 09:11:27,G16,23909591.406
850,2024-11-14 09:11:27,G20,23362402.891
850,2024-11-14 09:11:27,G30,22274615.238
851,2024-11-14 09:11:28,G04,21563069.258
851,2024-11-14 09:11:28,G07,21094441.355
851,2024-11-14 09:11:28,G08,23232249.836
851,2024-11-14 09:11:28,G09,20181768.164
851,2024-11-14 09:11:28,G16,23910258.426
851,2024-11-14 09:11:28,G20,23362043.652
851,2024-11-14 09:11:28,G30,22274273.602
852,2024-11-14 09:11:29,G04,21563437.656
852,2024-11-14 09:11:29,G07,21094396.215
852,2024-11-14 09:11:29,G08,23231853.691
852,2024-11-14 09:11:29,G09,20181843.512
852,2024-11-14 09:11:29,G16,23910926.172
852,2024-11-14 09:11:29,G20,23361684.43
852,2024-11-14 09:11:29,G30,22273931.547
853,2024-11-14 09:11:30,G04,21563806.102
853,2024-11-14 09:11:30,G07,21094351.125
853,2024-11-14 09:11:30,G08,23231457.457
853,2024-11-14 09:11:30,G09,20181919.191
853,2024-11-14 09:11:30,G16,23911593.68
853,2024-11-14 09:11:30,G20,23361325.25
853,2024-11-14 09:11:30,G30,22273589.973
854,2024-11-14 09:11:31,G04,21564174.82
854,2024-11-14 09:11:31,G07,21094306.164
854,2024-11-14 09:11:31,G08,23231061.203
854,2024-11-14 09:11:31,G09,20181994.855
854,2024-11-14 09:11:31,G16,23912261.031
854,2024-11-14 09:11:31,G20,23360966.203
854,2024-11-14 09:11:31,G30,22273248.523
855,2024-11-14 09:11:32,G04,21564543.68
855,2024-11-14 09:11:32,G07,21094261.203
855,2024-11-14 09:11:32,G08,23230665.379
855,2024-11-14 09:11:32,G09,20182070.805
855,2024-11-14 09:11:32,G16,23912928.523
855,2024-11-14 09:11:32,G20,23360607.871
855,2024-11-14 09:11:32,G30,22272906.5
856,2024-11-14 09:11:33,G04,21564912.145
856,2024-11-14 09:11:33,G07,21094216.277
856,2024-11-14 09:11:33,G08,23230269.449
856,2024-11-14 09:11:33,G09,20182146.648
856,2024-11-14 09:11:33,G16,23913596.336
856,2024-11-14 09:11:33,G20,23360249.145
856,2024-11-14 09:11:33,G30,22272565.09
857,2024-11-14 09:11:34,G04,21565281.008
857,2024-11-14 09:11:34,G07,21094171.457
857,2024-11-14 09:11:34,G08,23229873.629
857,2024-11-14 09:11:34,G09,20182222.602
857,2024-11-14 09:11:34,G16,23914263.832
857,2024-11-14 09:11:34,G20,23359890.523
857,2024-11-14 09:11:34,G30,22272223.211
858,2024-11-14 09:11:35,G04,21565649.301
858,2024-11-14 09:11:35,G07,21094126.504
858,2024-11-14 09:11:35,G08,23229477.809
858,2024-11-14 09:11:35,G09,20182298.699
858,2024-11-14 09:11:35,G16,23914931.328
858,2024-11-14 09:11:35,G20,23359532.195
858,2024-11-14 09:11:35,G30,22271881.77
859,2024-11-14 09:11:36,G04,21566018.938
859,2024-11-14 09:11:36,G07,21094081.891
859,2024-11-14 09:11:36,G08,23229082.051
859,2024-11-14 09:11:36,G09,20182374.715
859,2024-11-14 09:11:36,G16,23915599.172
859,2024-11-14 09:11:36,G20,23359174.07
859,2024-11-14 09:11:36,G30,22271540.242
860,2024-11-14 09:11:37,G04,21566387.676
860,2024-11-14 09:11:37,G07,21094036.949
860,2024-11-14 09:11:37,G08,23228686.531
860,2024-11-14 09:11:37,G09,20182450.973
860,2024-11-14 09:11:37,G16,23916266.828
860,2024-11-14 09:11:37,G20,23358815.328
860,2024-11-14 09:11:37,G30,22271198.812
861,2024-11-14 09:11:38,G04,21566756.84
861,2024-11-14 09:11:38,G07,21093992.289
861,2024-11-14 09:11:38,G08,23228290.727
861,2024-11-14 09:11:38,G09,20182527.082
861,2024-11-14 09:11:38,G16,23916934.48
861,2024-11-14 09:11:38,G20,23358457.297
861,2024-11-14 09:11:38,G30,22270857.238
862,2024-11-14 09:11:39,G04,21567126.012
862,2024-11-14 09:11:39,G07,21093947.641
862,2024-11-14 09:11:39,G08,23227895.074
862,2024-11-14 09:11:39,G09,20182603.777
862,2024-11-14 09:11:39,G16,23917602.859
862,2024-11-14 09:11:39,G20,23358099.277
862,2024-11-14 09:11:39,G30,22270515.961
863,2024-11-14 09:11:40,G04,21567495.367
863,2024-11-14 09:11:40,G07,21093902.891
863,2024-11-14 09:11:40,G08,23227499.172
863,2024-11-14 09:11:40,G09,20182679.938
863,2024-11-14 09:11:40,G16,23918270.418
863,2024-11-14 09:11:40,G20,23357741.297
863,2024-11-14 09:11:40,G30,22270174.438
864,2024-11-14 09:11:41,G04,21567864.707
864,2024-11-14 09:11:41,G07,21093858.262
864,2024-11-14 09:11:41,G08,23227103.684
864,2024-11-14 09:11:41,G09,20182756.652
864,2024-11-14 09:11:41,G16,23918938.676
864,2024-11-14 09:11:41,G20,23357383.301
864,2024-11-14 09:11:41,G30,22269833.609
865,2024-11-14 09:11:42,G04,21568233.926
865,2024-11-14 09:11:42,G07,21093813.66
865,2024-11-14 09:11:42,G08,23226708.078
865,2024-11-14 09:11:42,G09,20182833.535
865,2024-11-14 09:11:42,G16,23919606.383
865,2024-11-14 09:11:42,G20,23357025.754
865,2024-11-14 09:11:42,G30,22269492.375
866,2024-11-14 09:11:43,G04,21568603.031
866,2024-11-14 09:11:43,G07,21093769.086
866,2024-11-14 09:11:43,G08,23226313.359
866,2024-11-14 09:11:43,G09,20182910.445
866,2024-11-14 09:11:43,G16,23920274.551
866,2024-11-14 09:11:43,G20,23356668.238
866,2024-11-14 09:11:43,G30,22269151.031
867,2024-11-14 09:11:44,G04,21568972.523
867,2024-11-14 09:11:44,G07,21093724.469
867,2024-11-14 09:11:44,G08,23225917.879
867,2024-11-14 09:11:44,G09,20182987.172
867,2024-11-14 09:11:44,G16,23920942.961
867,2024-11-14 09:11:44,G20,23356310.68
867,2024-11-14 09:11:44,G30,22268809.641
868,2024-11-14 09:11:45,G04,21569342.023
868,2024-11-14 09:11:45,G07,21093680.008
868,2024-11-14 09:11:45,G08,23225522.844
868,2024-11-14 09:11:45,G09,20183063.906
868,2024-11-14 09:11:45,G16,23921611.242
868,2024-11-14 09:11:45,G20,23355953.422
868,2024-11-14 09:11:45,G30,22268468.836
869,2024-11-14 09:11:46,G04,21569711.422
869,2024-11-14 09:11:46,G07,21093635.582
869,2024-11-14 09:11:46,G08,23225127.559
869,2024-11-14 09:11:46,G09,20183140.969
869,2024-11-14 09:11:46,G16,23922279.414
869,2024-11-14 09:11:46,G20,23355596.195
869,2024-11-14 09:11:46,G30,22268127.637
870,2024-11-14 09:11:47,G04,21570081.223
870,2024-11-14 09:11:47,G07,21093591.277
870,2024-11-14 09:11:47,G08,23224732.102
870,2024-11-14 09:11:47,G09,20183218.148
870,2024-11-14 09:11:47,G16,23922947.562
870,2024-11-14 09:11:47,G20,23355239.09
870,2024-11-14 09:11:47,G30,22267786.559
871,2024-11-14 09:11:48,G04,21570450.898
871,2024-11-14 09:11:48,G07,21093546.844
871,2024-11-14 09:11:48,G08,23224337.523
871,2024-11-14 09:11:48,G09,20183295.484
871,2024-11-14 09:11:48,G16,23923616.012
871,2024-11-14 09:11:48,G20,23354881.715
871,2024-11-14 09:11:48,G30,22267445.211
872,2024-11-14 09:11:49,G04,21570821.016
872,2024-11-14 09:11:49,G07,21093502.277
872,2024-11-14 09:11:49,G08,23223942.672
872,2024-11-14 09:11:49,G09,20183372.406
872,2024-11-14 09:11:49,G16,23924284.617
872,2024-11-14 09:11:49,G20,23354525.066
872,2024-11-14 09:11:49,G30,22267104.445
873,2024-11-14 09:11:50,G04,21571190.469
873,2024-11-14 09:11:50,G07,21093458.199
873,2024-11-14 09:11:50,G08,23223547.73
873,2024-11-14 09:11:50,G09,20183449.812
873,2024-11-14 09:11:50,G16,23924952.992
873,2024-11-14 09:11:50,G20,23354168.047
873,2024-11-14 09:11:50,G30,22266763.449
874,2024-11-14 09:11:51,G04,21571560.605
874,2024-11-14 09:11:51,G07,21093413.941
874,2024-11-14 09:11:51,G08,23223152.898
874,2024-11-14 09:11:51,G09,20183527.039
874,2024-11-14 09:11:51,G16,23925621.621
874,2024-11-14 09:11:51,G20,23353811.418
874,2024-11-14 09:11:51,G30,22266422.133
875,2024-11-14 09:11:52,G04,21571930.613
875,2024-11-14 09:11:52,G07,21093369.699
875,2024-11-14 09:11:52,G08,23222758.363
875,2024-11-14 09:11:52,G09,20183604.566
875,2024-11-14 09:11:52,G16,23926290.547
875,2024-11-14 09:11:52,G20,23353454.52
875,2024-11-14 09:11:52,G30,22266081.547
876,2024-11-14 09:11:53,G04,21572300.68
876,2024-11-14 09:11:53,G07,21093325.512
876,2024-11-14 09:11:53,G08,23222363.887
876,2024-11-14 09:11:53,G09,20183682.148
876,2024-11-14 09:11:53,G16,23926959.387
876,2024-11-14 09:11:53,G20,23353097.82
876,2024-11-14 09:11:53,G30,22265740.445
877,2024-11-14 09:11:54,G04,21572670.844
877,2024-11-14 09:11:54,G07,21093281.281
877,2024-11-14 09:11:54,G08,23221969.656
877,2024-11-14 09:11:54,G09,20183759.836
877,2024-11-14 09:11:54,G16,23927627.758
877,2024-11-14 09:11:54,G20,23352741.223
877,2024-11-14 09:11:54,G30,22265399.871
878,2024-11-14 09:11:55,G04,21573041.16
878,2024-11-14 09:11:55,G07,21093237.203
878,2024-11-14 09:11:55,G08,23221574.859
878,2024-11-14 09:11:55,G09,20183837.812
878,2024-11-14 09:11:55,G16,23928296.418
878,2024-11-14 09:11:55,G20,23352385.203
878,2024-11-14 09:11:55,G30,22265059.164
879,2024-11-14 09:11:56,G04,21573411.473
879,2024-11-14 09:11:56,G07,21093193.125
879,2024-11-14 09:11:56,G08,23221180.637
879,2024-11-14 09:11:56,G09,20183915.363
879,2024-11-14 09:11:56,G16,23928965.367
879,2024-11-14 09:11:56,G20,23352028.18
879,2024-11-14 09:11:56,G30,22264718.598
880,2024-11-14 09:11:57,G04,21573781.836
880,2024-11-14 09:11:57,G07,21093149.094
880,2024-11-14 09:11:57,G08,23220786.457
880,2024-11-14 09:11:57,G09,20183993.387
880,2024-11-14 09:11:57,G16,23929634.648
880,2024-11-14 09:11:57,G20,23351672.352
880,2024-11-14 09:11:57,G30,22264377.938
881,2024-11-14 09:11:58,G04,21574152.301
881,2024-11-14 09:11:58,G07,21093105.16
881,2024-11-14 09:11:58,G08,23220392.523
881,2024-11-14 09:11:58,G09,20184071.227
881,2024-11-14 09:11:58,G16,23930303.457
881,2024-11-14 09:11:58,G20,23351316.191
881,2024-11-14 09:11:58,G30,22264037.375
882,2024-11-14 09:11:59,G04,21574522.77
882,2024-11-14 09:11:59,G07,21093061.094
882,2024-11-14 09:11:59,G08,23219998.168
882,2024-11-14 09:11:59,G09,20184149.793
882,2024-11-14 09:11:59,G16,23930972.559
882,2024-11-14 09:11:59,G20,23350960.328
882,2024-11-14 09:11:59,G30,22263696.68
883,2024-11-14 09:12:00,G04,21574893.16
883,2024-11-14 09:12:00,G07,21093017.23
883,2024-11-14 09:12:00,G08,23219604.445
883,2024-11-14 09:12:00,G09,20184227.559
883,2024-11-14 09:12:00,G16,23931641.438
883,2024-11-14 09:12:00,G20,23350604.098
883,2024-11-14 09:12:00,G30,22263356.332
884,2024-11-14 09:12:01,G04,21575263.938
884,2024-11-14 09:12:01,G07,21092973.047
884,2024-11-14 09:12:01,G08,23219210.828
884,2024-11-14 09:12:01,G09,20184306.0
884,2024-11-14 09:12:01,G16,23932310.137
884,2024-11-14 09:12:01,G20,23350248.258
884,2024-11-14 09:12:01,G30,22263015.656
885,2024-11-14 09:12:02,G04,21575634.578
885,2024-11-14 09:12:02,G07,21092929.434
885,2024-11-14 09:12:02,G08,23218816.641
885,2024-11-14 09:12:02,G09,20184384.734
885,2024-11-14 09:12:02,G16,23932979.695
885,2024-11-14 09:12:02,G20,23349892.418
885,2024-11-14 09:12:02,G30,22262675.418
886,2024-11-14 09:12:03,G04,21576005.359
886,2024-11-14 09:12:03,G07,21092885.535
886,2024-11-14 09:12:03,G08,23218423.312
886,2024-11-14 09:12:03,G09,20184463.176
886,2024-11-14 09:12:03,G16,23933649.109
886,2024-11-14 09:12:03,G20,23349537.293
886,2024-11-14 09:12:03,G30,22262334.746
887,2024-11-14 09:12:04,G04,21576375.914
887,2024-11-14 09:12:04,G07,21092841.836
887,2024-11-14 09:12:04,G08,23218029.754
887,2024-11-14 09:12:04,G09,20184541.68
887,2024-11-14 09:12:04,G16,23934318.008
887,2024-11-14 09:12:04,G20,23349181.656
887,2024-11-14 09:12:04,G30,22261994.418
888,2024-11-14 09:12:05,G04,21576747.004
888,2024-11-14 09:12:05,G07,21092797.816
888,2024-11-14 09:12:05,G08,23217635.445
888,2024-11-14 09:12:05,G09,20184620.289
888,2024-11-14 09:12:05,G16,23934987.734
888,2024-11-14 09:12:05,G20,23348826.125
888,2024-11-14 09:12:05,G30,22261654.055
889,2024-11-14 09:12:06,G04,21577118.109
889,2024-11-14 09:12:06,G07,21092754.242
889,2024-11-14 09:12:06,G08,23217242.156
889,2024-11-14 09:12:06,G09,20184699.059
889,2024-11-14 09:12:06,G16,23935656.898
889,2024-11-14 09:12:06,G20,23348470.898
889,2024-11-14 09:12:06,G30,22261313.852
890,2024-11-14 09:12:07,G04,21577488.84
890,2024-11-14 09:12:07,G07,21092710.578
890,2024-11-14 09:12:07,G08,23216848.633
890,2024-11-14 09:12:07,G09,20184777.738
890,2024-11-14 09:12:07,G16,23936326.262
890,2024-11-14 09:12:07,G20,23348115.438
890,2024-11-14 09:12:07,G30,22260973.559
891,2024-11-14 09:12:08,G04,21577859.98
891,2024-11-14 09:12:08,G07,21092667.043
891,2024-11-14 09:12:08,G08,23216455.09
891,2024-11-14 09:12:08,G09,20184856.402
891,2024-11-14 09:12:08,G16,23936995.895
891,2024-11-14 09:12:08,G20,23347760.387
891,2024-11-14 09:12:08,G30,22260633.105
892,2024-11-14 09:12:09,G04,21578231.125
892,2024-11-14 09:12:09,G07,21092623.504
892,2024-11-14 09:12:09,G08,23216062.125
892,2024-11-14 09:12:09,G09,20184935.352
892,2024-11-14 09:12:09,G16,23937665.242
892,2024-11-14 09:12:09,G20,23347405.34
892,2024-11-14 09:12:09,G30,22260293.082
893,2024-11-14 09:12:10,G04,21578602.395
893,2024-11-14 09:12:10,G07,21092579.809
893,2024-11-14 09:12:10,G08,23215668.707
893,2024-11-14 09:12:10,G09,20185014.57
893,2024-11-14 09:12:10,G16,23938335.285
893,2024-11-14 09:12:10,G20,23347050.703
893,2024-11-14 09:12:10,G30,22259952.609
894,2024-11-14 09:12:11,G04,21578973.707
894,2024-11-14 09:12:11,G07,21092536.152
894,2024-11-14 09:12:11,G08,23215275.336
894,2024-11-14 09:12:11,G09,20185093.543
894,2024-11-14 09:12:11,G16,23939004.656
894,2024-11-14 09:12:11,G20,23346695.535
894,2024-11-14 09:12:11,G30,22259612.898
895,2024-11-14 09:12:12,G04,21579345.133
895,2024-11-14 09:12:12,G07,21092492.898
895,2024-11-14 09:12:12,G08,23214882.223
895,2024-11-14 09:12:12,G09,20185172.918
895,2024-11-14 09:12:12,G16,23939674.859
895,2024-11-14 09:12:12,G20,23346341.199
895,2024-11-14 09:12:12,G30,22259272.727
896,2024-11-14 09:12:13,G04,21579716.281
896,2024-11-14 09:12:13,G07,21092449.367
896,2024-11-14 09:12:13,G08,23214489.121
896,2024-11-14 09:12:13,G09,20185252.164
896,2024-11-14 09:12:13,G16,23940344.355
896,2024-11-14 09:12:13,G20,23345986.445
896,2024-11-14 09:12:13,G30,22258932.711
897,2024-11-14 09:12:14,G04,21580088.012
897,2024-11-14 09:12:14,G07,21092405.988
897,2024-11-14 09:12:14,G08,23214096.164
897,2024-11-14 09:12:14,G09,20185331.699
897,2024-11-14 09:12:14,G16,23941013.574
897,2024-11-14 09:12:14,G20,23345631.984
897,2024-11-14 09:12:14,G30,22258592.703
898,2024-11-14 09:12:15,G04,21580459.645
898,2024-11-14 09:12:15,G07,21092362.797
898,2024-11-14 09:12:15,G08,23213703.258
898,2024-11-14 09:12:15,G09,20185411.137
898,2024-11-14 09:12:15,G16,23941683.41
898,2024-11-14 09:12:15,G20,23345277.426
898,2024-11-14 09:12:15,G30,22258252.168
899,2024-11-14 09:12:16,G04,21580831.242
899,2024-11-14 09:12:16,G07,21092319.57
899,2024-11-14 09:12:16,G08,23213310.312
899,2024-11-14 09:12:16,G09,20185490.684
899,2024-11-14 09:12:16,G16,23942353.781
899,2024-11-14 09:12:16,G20,23344923.258
899,2024-11-14 09:12:16,G30,22257912.594
900,2024-11-14 09:12:17,G04,21581202.582
900,2024-11-14 09:12:17,G07,21092276.086
900,2024-11-14 09:12:17,G08,23212917.688
900,2024-11-14 09:12:17,G09,20185570.258
900,2024-11-14 09:12:17,G16,23943023.184
900,2024-11-14 09:12:17,G20,23344569.266
900,2024-11-14 09:12:17,G30,22257572.77
901,2024-11-14 09:12:18,G04,21581574.496
901,2024-11-14 09:12:18,G07,21092233.035
901,2024-11-14 09:12:18,G08,23212524.773
901,2024-11-14 09:12:18,G09,20185650.266
901,2024-11-14 09:12:18,G16,23943693.445
901,2024-11-14 09:12:18,G20,23344215.133
901,2024-11-14 09:12:18,G30,22257232.801
902,2024-11-14 09:12:19,G04,21581946.441
902,2024-11-14 09:12:19,G07,21092189.582
902,2024-11-14 09:12:19,G08,23212131.891
902,2024-11-14 09:12:19,G09,20185730.016
902,2024-11-14 09:12:19,G16,23944363.164
902,2024-11-14 09:12:19,G20,23343861.312
902,2024-11-14 09:12:19,G30,22256892.719
903,2024-11-14 09:12:20,G04,21582318.207
903,2024-11-14 09:12:20,G07,21092146.527
903,2024-11-14 09:12:20,G08,23211739.121
903,2024-11-14 09:12:20,G09,20185809.879
903,2024-11-14 09:12:20,G16,23945032.992
903,2024-11-14 09:12:20,G20,23343507.176
903,2024-11-14 09:12:20,G30,22256552.895
904,2024-11-14 09:12:21,G04,21582690.402
904,2024-11-14 09:12:21,G07,21092103.184
904,2024-11-14 09:12:21,G08,23211346.488
904,2024-11-14 09:12:21,G09,20185890.023
904,2024-11-14 09:12:21,G16,23945703.391
904,2024-11-14 09:12:21,G20,23343153.469
904,2024-11-14 09:12:21,G30,22256213.207
905,2024-11-14 09:12:22,G04,21583062.219
905,2024-11-14 09:12:22,G07,21092060.32
905,2024-11-14 09:12:22,G08,23210953.766
905,2024-11-14 09:12:22,G09,20185969.789
905,2024-11-14 09:12:22,G16,23946373.555
905,2024-11-14 09:12:22,G20,23342799.809
905,2024-11-14 09:12:22,G30,22255873.426
906,2024-11-14 09:12:23,G04,21583434.441
906,2024-11-14 09:12:23,G07,21092017.148
906,2024-11-14 09:12:23,G08,23210561.449
906,2024-11-14 09:12:23,G09,20186049.961
906,2024-11-14 09:12:23,G16,23947043.836
906,2024-11-14 09:12:23,G20,23342446.27
906,2024-11-14 09:12:23,G30,22255533.621
907,2024-11-14 09:12:24,G04,21583806.672
907,2024-11-14 09:12:24,G07,21091974.266
907,2024-11-14 09:12:24,G08,23210168.707
907,2024-11-14 09:12:24,G09,20186130.566
907,2024-11-14 09:12:24,G16,23947713.984
907,2024-11-14 09:12:24,G20,23342092.734
907,2024-11-14 09:12:24,G30,22255194.258
908,2024-11-14 09:12:25,G04,21584178.754
908,2024-11-14 09:12:25,G07,21091931.094
908,2024-11-14 09:12:25,G08,23209776.25
908,2024-11-14 09:12:25,G09,20186210.457
908,2024-11-14 09:12:25,G16,23948384.41
908,2024-11-14 09:12:25,G20,23341739.625
908,2024-11-14 09:12:25,G30,22254854.598
909,2024-11-14 09:12:26,G04,21584551.301
909,2024-11-14 09:12:26,G07,21091888.102
909,2024-11-14 09:12:26,G08,23209384.543
909,2024-11-14 09:12:26,G09,20186291.098
909,2024-11-14 09:12:26,G16,23949054.734
909,2024-11-14 09:12:26,G20,23341386.27
909,2024-11-14 09:12:26,G30,22254515.121
910,2024-11-14 09:12:27,G04,21584923.531
910,2024-11-14 09:12:27,G07,21091845.227
910,2024-11-14 09:12:27,G08,23208992.379
910,2024-11-14 09:12:27,G09,20186371.562
910,2024-11-14 09:12:27,G16,23949725.168
910,2024-11-14 09:12:27,G20,23341033.023
910,2024-11-14 09:12:27,G30,22254175.613
911,2024-11-14 09:12:28,G04,21585295.754
911,2024-11-14 09:12:28,G07,21091802.195
911,2024-11-14 09:12:28,G08,23208600.633
911,2024-11-14 09:12:28,G09,20186452.305
911,2024-11-14 09:12:28,G16,23950395.594
911,2024-11-14 09:12:28,G20,23340680.199
911,2024-11-14 09:12:28,G30,22253835.953
912,2024-11-14 09:12:29,G04,21585668.543
912,2024-11-14 09:12:29,G07,21091759.301
912,2024-11-14 09:12:29,G08,23208207.734
912,2024-11-14 09:12:29,G09,20186532.898
912,2024-11-14 09:12:29,G16,23951066.012
912,2024-11-14 09:12:29,G20,23340327.082
912,2024-11-14 09:12:29,G30,22253496.57
913,2024-11-14 09:12:30,G04,21586041.094
913,2024-11-14 09:12:30,G07,21091716.457
913,2024-11-14 09:12:30,G08,23207815.746
913,2024-11-14 09:12:30,G09,20186613.688
913,2024-11-14 09:12:30,G16,23951736.914
913,2024-11-14 09:12:30,G20,23339974.445
913,2024-11-14 09:12:30,G30,22253156.812
914,2024-11-14 09:12:31,G04,21586413.621
914,2024-11-14 09:12:31,G07,21091673.586
914,2024-11-14 09:12:31,G08,23207424.02
914,2024-11-14 09:12:31,G09,20186694.594
914,2024-11-14 09:12:31,G16,23952407.211
914,2024-11-14 09:12:31,G20,23339621.926
914,2024-11-14 09:12:31,G30,22252817.887
915,2024-11-14 09:12:32,G04,21586786.43
915,2024-11-14 09:12:32,G07,21091630.859
915,2024-11-14 09:12:32,G08,23207031.859
915,2024-11-14 09:12:32,G09,20186775.352
915,2024-11-14 09:12:32,G16,23953078.371
915,2024-11-14 09:12:32,G20,23339269.258
915,2024-11-14 09:12:32,G30,22252478.383
916,2024-11-14 09:12:33,G04,21587159.234
916,2024-11-14 09:12:33,G07,21091588.266
916,2024-11-14 09:12:33,G08,23206640.555
916,2024-11-14 09:12:33,G09,20186856.535
916,2024-11-14 09:12:33,G16,23953749.234
916,2024-11-14 09:12:33,G20,23338916.445
916,2024-11-14 09:12:33,G30,22252139.309
917,2024-11-14 09:12:34,G04,21587531.801
917,2024-11-14 09:12:34,G07,21091545.578
917,2024-11-14 09:12:34,G08,23206249.152
917,2024-11-14 09:12:34,G09,20186937.621
917,2024-11-14 09:12:34,G16,23954419.859
917,2024-11-14 09:12:34,G20,23338564.105
917,2024-11-14 09:12:34,G30,22251799.703
918,2024-11-14 09:12:35,G04,21587904.902
918,2024-11-14 09:12:35,G07,21091503.0
918,2024-11-14 09:12:35,G08,23205857.285
918,2024-11-14 09:12:35,G09,20187018.82
918,2024-11-14 09:12:35,G16,23955090.164
918,2024-11-14 09:12:35,G20,23338212.305
918,2024-11-14 09:12:35,G30,22251460.492
919,2024-11-14 09:12:36,G04,21588277.727
919,2024-11-14 09:12:36,G07,21091460.57
919,2024-11-14 09:12:36,G08,23205465.426
919,2024-11-14 09:12:36,G09,20187100.02
919,2024-11-14 09:12:36,G16,23955761.191
919,2024-11-14 09:12:36,G20,23337859.938
919,2024-11-14 09:12:36,G30,22251121.293
920,2024-11-14 09:12:37,G04,21588650.711
920,2024-11-14 09:12:37,G07,21091418.016
920,2024-11-14 09:12:37,G08,23205074.012
920,2024-11-14 09:12:37,G09,20187181.383
920,2024-11-14 09:12:37,G16,23956432.238
920,2024-11-14 09:12:37,G20,23337508.02
920,2024-11-14 09:12:37,G30,22250782.25
921,2024-11-14 09:12:38,G04,21589023.734
921,2024-11-14 09:12:38,G07,21091375.07
921,2024-11-14 09:12:38,G08,23204682.926
921,2024-11-14 09:12:38,G09,20187262.93
921,2024-11-14 09:12:38,G16,23957103.176
921,2024-11-14 09:12:38,G20,23337155.852
921,2024-11-14 09:12:38,G30,22250443.535
922,2024-11-14 09:12:39,G04,21589396.867
922,2024-11-14 09:12:39,G07,21091332.809
922,2024-11-14 09:12:39,G08,23204291.66
922,2024-11-14 09:12:39,G09,20187344.727
922,2024-11-14 09:12:39,G16,23957774.371
922,2024-11-14 09:12:39,G20,23336804.223
922,2024-11-14 09:12:39,G30,22250104.355
923,2024-11-14 09:12:40,G04,21589770.273
923,2024-11-14 09:12:40,G07,21091290.391
923,2024-11-14 09:12:40,G08,23203900.668
923,2024-11-14 09:12:40,G09,20187426.227
923,2024-11-14 09:12:40,G16,23958445.551
923,2024-11-14 09:12:40,G20,23336452.441
923,2024-11-14 09:12:40,G30,22249765.309
924,2024-11-14 09:12:41,G04,21590143.547
924,2024-11-14 09:12:41,G07,21091247.98
924,2024-11-14 09:12:41,G08,23203508.973
924,2024-11-14 09:12:41,G09,20187508.16
924,2024-11-14 09:12:41,G16,23959117.027
924,2024-11-14 09:12:41,G20,23336100.523
924,2024-11-14 09:12:41,G30,22249426.555
925,2024-11-14 09:12:42,G04,21590517.016
925,2024-11-14 09:12:42,G07,21091205.621
925,2024-11-14 09:12:42,G08,23203117.898
925,2024-11-14 09:12:42,G09,20187589.867
925,2024-11-14 09:12:42,G16,23959788.844
925,2024-11-14 09:12:42,G20,23335748.801
925,2024-11-14 09:12:42,G30,22249087.566
926,2024-11-14 09:12:43,G04,21590890.727
926,2024-11-14 09:12:43,G07,21091163.223
926,2024-11-14 09:12:43,G08,23202727.074
926,2024-11-14 09:12:43,G09,20187671.812
926,2024-11-14 09:12:43,G16,23960459.469
926,2024-11-14 09:12:43,G20,23335397.324
926,2024-11-14 09:12:43,G30,22248748.969
927,2024-11-14 09:12:44,G04,21591263.863
927,2024-11-14 09:12:44,G07,21091120.965
927,2024-11-14 09:12:44,G08,23202335.957
927,2024-11-14 09:12:44,G09,20187753.758
927,2024-11-14 09:12:44,G16,23961131.098
927,2024-11-14 09:12:44,G20,23335045.844
927,2024-11-14 09:12:44,G30,22248410.227
928,2024-11-14 09:12:45,G04,21591637.867
928,2024-11-14 09:12:45,G07,21091078.57
928,2024-11-14 09:12:45,G08,23201944.703
928,2024-11-14 09:12:45,G09,20187835.711
928,2024-11-14 09:12:45,G16,23961802.586
928,2024-11-14 09:12:45,G20,23334694.656
928,2024-11-14 09:12:45,G30,22248071.484
929,2024-11-14 09:12:46,G04,21592011.203
929,2024-11-14 09:12:46,G07,21091036.512
929,2024-11-14 09:12:46,G08,23201553.926
929,2024-11-14 09:12:46,G09,20187917.855
929,2024-11-14 09:12:46,G16,23962474.129
929,2024-11-14 09:12:46,G20,23334343.516
929,2024-11-14 09:12:46,G30,22247732.797
